access	[ˈækˌsɛs]	v. 获取 n. 接近，入口
secondary	[ˈsɛkənˌdɛri]	 adj. 次要的， 第二的； 中等的； 辅助的， 从属的
mission	[ˈmɪʃən]	 n. 使命， 任务； 使团
attorney	[əˈtərni]	 n. 律师， 代理人
wander	[ˈwɑndər]	 vi. 漫游， 闲逛， 漫步； 偏离正道； 走神， 恍惚
adopt	[əˈdɑpt]	 vt. 收养； 采用， 采取； 正式通过， 批准
oppose	[əˈpoʊz]	 vt. 反对； 反抗
singular	[ˈsɪŋgjələr]	 adj. 单数的； 非凡的， 奇特的； 独一无二的
device	[dɪˈvaɪs]	 n. 器械， 装置， 设备； 手段， 策略
mainframe	[ˈmeɪnˌfreɪm]	 n. 主机， 大型机
motor	[ˈmoʊtər]	 n. 发动机， 电动车
minus	[ˈmaɪnəs]	 adj. 负的 prep. 减 n. 负数；减号
conservative	[kənˈsərvətɪv]	 adj. 保守的，守旧的；不时兴的，传统的 n. 保守的人
access	[ˈækˌsɛs]	 n. 接近；通道，入口；接近的机会 vt. 存取
conference	[ˈkɑnfərəns]	 n. 会议， 讨论会； 讨论， 商谈
activity	[ækˈtɪvɪti]	 n. 活动； 活力； 行动
primitive	[ˈprɪmɪtɪv]	 adj. 原始的，早期的；简单的；粗糙的 n. 原人； 原始事物
advisable	[ədˈvaɪzəbəl]	 adj. 明智的， 可取的
dormitory	[ˈdɔrməˌtɔri]	 n. 集体寝室， 宿舍
overcome	[ˈoʊvərˌkəm]	 vt. 战胜， 克服； 压倒， 使受不了
cooperate	[kˈwɑpərˌeɪt]	 vi. 合作， 协作； 配合
cabin	[ˈkæbən]	 n. 小屋； 船舱， 机舱
sum	[səm]	 vi. 共计 n. 总数；金额；算术
current	[ˈkɑrənt]	 adj. 当前的， 通用的； 流行的， 流传的
heel	[hil]	 n. 脚后跟， 踵； 后跟
variety	[vərˈaɪəti]	 n. 多样化； 种类； 变种
disturb	[dɪˈstərb]	 vt. 打扰， 扰乱； 弄乱； 使不安
copper	[ˈkɑpər]	 n. 铜； 铜币， 铜制器
persist	[pərˈsɪst]	 vi. 坚持， 持续
audio	[ˈɑdiˌoʊ]	 adj. 听觉的， 声音的
civilian	[səˈvɪljən]	 n. 平民， 百姓
pump	[pəmp]	 n. 泵 vt. 抽， 泵送， 打气
pierce	[pɪrs]	 vt. 刺穿， 穿孔于
teenager	[ˈtiˌneɪʤər]	 n. 青少年
apart	[əˈpɑrt]	 adv. 成距离，相间隔；分开，除去 adj. 分离的， 分隔的
calendar	[ˈkæləndər]	 n. 日历， 历书， 历法
offensive	[əˈfɛnsɪv]	 adj. 冒犯的，无礼的；进攻的，攻击性的 n. 进攻， 攻势
cartoon	[kɑrˈtun]	 n. 卡通画， 幽默画； 动画片， 卡通片
speculate	[ˈspɛkjəˌleɪt]	 v. 推测， 推断； 投机， 做投机买卖
launch	[lɔnʧ]	 vt. 发射，投射，发动；使下水 n. 发射； 下水
amid	[əˈmɪd]	 prep. 在…中间， 在…之中， 被…围绕
beloved	[bɪˈləvəd]	 adj. 所钟爱的， 所爱戴的
single	[ˈsɪŋgəl]	 adj. 单一的；独身的；单程的 n. 单程票；
confirm	[kənˈfərm]	 vt. 证实， 肯定； 确认； 批准
cement	[sɪˈmɛnt]	 n. 水泥，胶泥 vt. 黏结； 巩固， 使团结
subway	[ˈsəbˌweɪ]	 n. 地道； 地铁
gallon	[ˈgælən]	 n. 加仑
acquaint	[əkˈweɪnt]	 vt. 使认识， 使了解
appoint	[əˈpɔɪnt]	 vt. 任命， 委任； 约定， 指定
elastic	[ɪˈlæstɪk]	 adj. 有弹性的， 灵活的 n. 松紧带
assist	[əˈsɪst]	 vt. 援助， 帮助， 协助
vast	[væst]	 adj. 巨大的， 大量的； 浩瀚的
intervene	[ˌɪntərˈvin]	 vi. 干涉， 调停， 干预； 插入， 介入； 干扰， 打扰
undergraduate	[ˌəndərˈgræʤəwət]	 n. 大学本科生
symbol	[ˈsɪmbəl]	 n. 象征； 符号， 标志
commercial	[kəˈmərʃəl]	 adj. 商业的， 商务的； 商品化的， 商业性的
joint	[ʤɔɪnt]	 adj. 连接的； 共同的 n. 接头，接缝；关节
reasonable	[ˈrizənəbəl]	 adj. 通情达理的， 讲道理的； 合理的； 公道的； 尚好的， 过得去的
available	[əˈveɪləbəl]	 adj. 现成可使用的， 通用的； 可取的； 联系的； 可得到的
confine	[kənˈfaɪn]	 vt. 限制， 使局限； 使不外出， 禁闭
advocate	[ˈædvəˌkeɪt]	 vt. 拥护， 提倡， 主张 n. 拥护者， 提倡者； 辩护者， 律师
frequency	[ˈfrikwənsi]	 n. 屡次； 次数， 频率
horizontal	[ˌhɔrəˈzɑntəl]	 adj. 地平的， 水平的
luggage	[ˈləgɪʤ]	 n. 行李
lick	[lɪk]	 vt. 舔，舔吃；打败，克服；轻拍，吞卷 n. 舔； 少量， 少许
missile	[ˈmɪsəl]	 n. 导弹， 飞弹， 投射物
dynamic	[daɪˈnæmɪk]	 adj. 有活力的；动力的；不断变化的 n. 动力； 动力学
satisfactory	[ˌsætɪsˈfæktəri]	 adj. 令人满意的
military	[ˈmɪlɪˌtɛri]	 adj. 军事的，军用的 n. 军队， 武装力量
reluctant	[rɪˈləktənt]	 adj. 不情愿的， 勉强的
generate	[ˈʤɛnərˌeɪt]	 vt. 发生， 引起； 生殖
unusual	[ənˈjuˌʒuəl]	 adj. 不平常的， 少有的； 独特的， 与众不同的
sector	[ˈsɛktər]	 n. 部门， 部分； 防御地段， 防区； 扇形
passion	[ˈpæʃən]	 n. 激情， 热情； 酷爱
extreme	[ɪkˈstrim]	 adj. 极度的；末端的 n. 极端， 过分
coil	[kɔɪl]	 n. 卷，圈；线圈 vt. 卷
ensure	[ɪnˈʃʊr]	 vt. 保证； 保护
coordinate	[koʊˈɔrdəˌneɪt]	 adj. 同等的， 并列的 vt. 协调， 调节 n. 坐标
organism	[ˈɔrgəˌnɪzəm]	 n. 生物， 有机体； 机体， 有机组织
athlete	[ˈæθˌlit]	 n. 运动员， 体育家
epidemic	[ˌɛpɪˈdɛmɪk]	 adj. 流行性的；传染的 n. 流行病； 传播
suppose	 vt. 猜想， 假定， 让； [常用于被动语态]期望， 认为应该
upright	[ˈəˌpraɪt]	 adv. 挺直着， 竖立着 adj. 垂直的；正直的，诚实的
remarkable	[rɪˈmɑrkəbəl]	 adj. 值得注意的， 引人注目的； 异常的， 非凡的
brake	[breɪk]	 v. 制动； 刹住， 用闸使放慢速度 n. 闸，刹车
tube	[tub]	 n. 管， 电子管， 显像管
naval	[ˈneɪvəl]	 adj. 海军的
failure	[ˈfeɪljər]	 n. 失败， 失败的人； 失灵， 故障； 不履行
accountancy	[əˈkaʊntəntˌsi]	 n. 会计工作； 会计学
forge	[fɔrʤ]	 vt. 打制， 锻造； 伪造
carpet	[ˈkɑrpət]	 n. 地毯
solve	[sɑlv]	 vt. 解答； 解释； 解决
hint	[hɪnt]	 v. 暗示， 示意 n. 暗示，示意；细微的迹象；建议
knot	[nɑt]	 vi. 打结 n. 结；节疤；节 vt. 把…打成结
demonstrate	[ˈdɛmənˌstreɪt]	 vt. 说明； 论证； 表露
region	[ˈriʤən]	 n. 地区， 地带， 区域； 范围， 幅度
support	[səˈpɔrt]	 vt. 支撑；支持；供养；证实 n. 支持， 支撑物， 支持者
yearly	[ˈjɪrli]	 adv. 一年一度地 adj. 每年的
deceive	[dɪˈsiv]	 vt. 欺骗， 蒙蔽， 行骗
saucer	[ˈsɔsər]	 n. 茶托， 碟子
hire	[haɪər]	 n&vt. 租用； 雇用
kid	[kɪd]	 v. 戏弄， 开玩笑 n. 小孩；年轻人
donkey	[ˈdɔŋki]	 n. 驴； 笨蛋
destination	[ˌdɛstɪˈneɪʃən]	 n. 目的地， 终点， 目标
vertical	[ˈvərtɪkəl]	 adj. 垂直的， 竖式的
learning	[ˈlərnɪŋ]	 n. 学习； 学问， 知识
monument	[ˈmɑnjəmənt]	 n. 纪念碑， 纪念馆； 历史遗迹
misconception	[mɪskənˈsɛpʃən]	 n. 误解
damp	[dæmp]	 adj. 潮湿的，微湿的 n. 潮湿，湿气 vt. 使潮湿； 使沮丧； 抑制
vivid	[ˈvɪvɪd]	 adj. 鲜艳的； 生动的， 栩栩如生的
honey	 n. 蜜， 蜂蜜； 甜， 甜蜜； [常用于称呼] 宝贝儿
screw	[skru]	 n. 螺丝 vt. 固定， 拧紧
gap	[gæp]	 n. 缺口； 间隔； 差距； 缺陷
missing	[ˈmɪsɪŋ]	 adj. 缺掉的， 失踪的
emphasize	[ˈɛmfəˌsaɪz]	 vt. 强调， 着重
virtue	[ˈvərʧu]	 n. 善， 美德； 优点， 长处
normal	[ˈnɔrməl]	 adj. 正常的， 平常的； 正规的， 规范的
socialist	[ˈsoʊʃəlɪst]	 n. 社会主义者
gradual	[ˈgræʤuəl]	 adj. 逐渐的， 渐进的； 坡度平缓的
figure	[ˈfɪgjər]	 v. 出现； 合乎情理； 计算； 认为， 猜想 n. 数字；人物；算术；体形，体态；轮廓；画像，塑像；图，图形
ore	[ɔr]	 n. 矿， 矿石
slight	[slaɪt]	 adj. 轻微的，微小的 v. 侮慢；轻视，冷落
previous	[ˈpriviəs]	 adj. 先的， 前的； 以前的
transmit	[trænzˈmɪt]	 vt. 传送， 传递； 传染； 播送， 发射
socialism	[ˈsoʊʃəˌlɪzəm]	 n. 社会主义
consumption	[kənˈsəmʃən]	 n. 消耗， 消费
argue	[ˈɑrgju]	 vi. 争辩， 争论 vt. 争论，争辩，辩论；主张；说服
technology	[tɛkˈnɑləʤi]	 n. 工艺学； 工艺， 技术
weaken	[ˈwikən]	 v. 削弱， 变弱
voltage	[ˈvoʊltɪʤ]	 n. 电压
damn	[dæm]	 interjection. 该死，见鬼〔表示很生气或失望〕 adv. 非常，很 adj. 该死的〔表示对某人或某事物生气〕
superior	[suˈpɪriər]	 adj. 上级的，较高的；优越的；有优越感的，高傲的 n. 上级， 长官
location	[loʊˈkeɪʃən]	 n. 位置， 场所； 外景拍摄地
compensation	[ˌkɑmpənˈseɪʃən]	 n. 补偿， 赔偿
bankrupt	[ˈbæŋkrəpt]	 adj. 破产的
punctual	[ˈpəŋkʧuəl]	 adj. 严守时刻的， 准时的
advertise	[ˈædvərˌtaɪz]	 vt. 为…做广告， 宣传； 公告； 登广告
compromise	[ˈkɑmprəˌmaɪz]	 v. 妥协； 危及； 放弃 n. 妥协，和解，折中办法
sack	[sæk]	 n. 麻袋，包；解雇；洗劫，劫掠 vt. 解雇； 洗劫， 劫掠
software	[ˈsɔfˌwɛr]	 n. 软件
seminar	[ˈsɛməˌnɑr]	 n. 研究班， 研讨会
comparative	[kəmˈpærətɪv]	 adj. 比较的， 相对的
competition	[ˌkɑmpəˈtɪʃən]	 n. 竞争， 比赛
fruitful	[ˈfrutfəl]	 adj. 多产的， 肥沃的
react	[riækt]	 vi. 反应， 作出反应
dragon	[ˈdrægən]	 n. 龙
hesitant	[ˈhɛzɪtənt]	 adj. 犹豫的； 吞吞吐吐的
beyond	[bɪɔnd]	 adv. 在更远处， 再往后 prep. 在…的那边，远于；迟于；越出
hell	[hɛl]	 n. 地狱； 极大的痛苦
feedback	[ˈfidˌbæk]	 n. 回授， 反馈， 反应
hazard	[ˈhæzərd]	 n. 危险；公害 vt. 尝试着做； 冒…风险
justify	[ˈʤəstəˌfaɪ]	 vt. 证明…是正当的
voluntary	[ˈvɑləntɛri]	 adj. 自愿的， 志愿的
connection	[kəˈnɛkʃən]	 n. 联系， 关系； 连接， 衔接； 连贯性； 熟人， 关系
proof	[pruf]	 adj. 耐…的， 能防…的 n. 证据，证明；校样，样张
timber	[ˈtɪmbər]	 n. 木材， 原木； 大木料， 栋木
roar	[rɔr]	 v. 吼叫，怒号，咆哮；轰鸣；大声喊出，大声表示 n. 呐喊声， 咆哮声， 吼叫声； 轰鸣
presence	[ˈprɛzəns]	 n. 出席， 到场； 存在； 仪表， 仪态
phase	[feɪz]	 n. 阶段； 方面； 相， 相位
surrounding	[sərˈaʊndɪŋ]	 adj. 附近的；四周的
efficiency	[ɪˈfɪʃənsi]	 n. 效率； 功效， 效能
overhead	[ˈoʊvərˈhɛd]	 adv. 在头顶上 adj. 在头顶上的，架空的 n. 经常费用， 管理费用
contract	[ˈkɑnˌtrækt]	 v. 缩小； 订合同； 感染， 染上 n. 契约， 合同
conclude	[kənˈklud]	 v. 推断出， 推论出； 结束， 终了； 缔结， 议定
comprehension	[ˌkɑmpriˈhɛnʃən]	 n. 理解， 理解力， 领悟； 理解力测验
beggar	[ˈbɛgər]	 n. 乞丐 vt. 使贫穷
leather	[ˈlɛðər]	 n. 皮革， 皮革制品
comb	[koʊm]	 n. 梳子；鸡冠，冠状物 vt. 梳理； 在…搜寻； 彻底搜查
innovative	[ˈɪnəˌveɪtɪv]	 adj. 创新的， 革新的
insight	[ˈɪnˌsaɪt]	 n. 洞察力； 洞悉； 深刻见解
fabric	[ˈfæbrɪk]	 n. 织物， 纺织品； 结构
revolutionary	[ˌrɛvəˈluʃəˌnɛri]	 adj. 革命的，革新的 n. 革命者
following	[ˈfɑloʊɪŋ]	 adj. 接着的，下列的 n. 一批追随者
exact	[ɪgˈzækt]	 adj. 确切的，精确的 vt. 强求， 索取
indoor	[ˈɪnˌdɔr]	 adv. 在室内， 在户内 adj. 室内的
force	[fɔrs]	 vt. 强迫；用力推动，用力打开 n. 军队， 兵力； 暴力， 武力； 力， 力气； 影响力， 效力
centigrade	[ˈsɛntəˌgreɪd]	 adj. 百分度的； 摄氏的
sexual	[ˈsɛkʃuəl]	 adj. 性的， 两性的； 性别的
sympathetic	[ˌsɪmpəˈθɛtɪk]	 adj. 同情的； 和谐的； 赞同的， 支持的； 合意的
freight	[freɪt]	 n. 货运；货物；运费 vt. 运送
range	[reɪnʤ]	 v. 变动； 漫游， 四处搜索； 使排列成行 n. 一系列；范围；射程，距离；脉；射击场
distribution	[ˌdɪstrəˈbjuʃən]	 n. 分发， 分配； 分布
tyre	[taɪər]	 n. 轮胎， 车胎
derive	[dəraɪv]	 v. 取得； 起源
capacity	[kəˈpæsɪti]	 n. 容量； 能力， 才能； 能量； 身份， 地位
cope	[koʊp]	 vi. 应付， 处理
overseas	[ˈoʊvərˈsiz]	 adv. 在海外 adj. 在海外的
impress	[ˌɪmˈprɛs]	 vi. 给人印象，引人注目 vt. 给…深刻印象；印，压印 n. 印记； 特征
confess	[kənˈfɛs]	 vt. 供认， 坦白； 承认
leak	[lik]	 v. 漏；泄露 n. 漏洞
ghost	[goʊst]	 n. 鬼， 灵魂， 鬼魂
feature	[ˈfiʧər]	 vi. 起重要作用 n. 特征，特色；面貌；特写，专题节目；故事片 vt. 突出；由…主演
lean	[lin]	 v. 倾斜；屈身；靠 adj. 瘦的； 贫瘠的
flat	[flæt]	 adv. 平直地； 直截了当地 adj. 平的；固定的；漏气的；平淡的；沉闷的；浅的 n. 一套房间，单元住宅
recall	[ˈriˌkɔl]	 v. 回忆； 召回， 叫回； 收回， 撤销
leap	[lip]	 v. 跳，跃 n. 跳跃； 骤变
waterproof	[ˈwɔtərˌpruf]	 adj. 不透水的， 防水的
barber	[ˈbɑrbər]	 n. 理发师
precise	[prɪˈsaɪs]	 adj. 精确的， 准确的； 严谨的
sensible	[ˈsɛnsəbəl]	 adj. 明智的； 合情理的； 有知觉的
objection	[əˈbʤɛkʃən]	 n. 反对， 异议； 反对的理由
dispute	[dɪˈspjut]	 v. 争论， 争执； 对…表示异议 n. 争论
precious	[ˈprɛʃəs]	 adj. 珍贵的， 宝贵的
observation	[ˌɑbzərˈveɪʃən]	 n. 注意， 观察； 言论， 评论； 观察资料
tremble	[ˈtrɛmbəl]	 vi. 发抖，哆嗦；摇动 n. 颤抖； 摇晃， 摇动
suspect	[ˈsəˌspɛkt]	 adj. 可疑的， 不信任的 vt. 疑有；推测；对…表示怀疑 n. 嫌疑犯，可疑分子
apologize	[əˈpɑləˌʤaɪz]	 vi. 道歉， 谢罪， 认错
inhabitant	[ˌɪnˈhæbɪtənt]	 n. 居民， 住户
fraction	[ˈfrækʃən]	 n. 小部分； 片断； 分数
filter	[ˈfɪltər]	 v. 过滤，透；走漏 n. 滤纸， 过滤嘴
sunlight	[ˈsənˌlaɪt]	 n. 日光， 阳光
site	[saɪt]	 n. 地点，场所 vt. 使坐落在； 设置
emotion	[ˈiˌmoʊʃən]	 n. 情感， 感情； 激动
massive	[ˈmæsɪv]	 adj. 大的， 大而重的； 大块的； 大量的， 大规模的
cease	[sis]	 v. 停止， 终止
assess	[əˈsɛs]	 vt. 对估价； 评价， 评论
asset	[ˈæˌsɛt]	 n. 资产， 财产； 有价值的特性或技能， 优点
owe	[oʊ]	 vt. 欠； 应把…归功于； 感激， 感恩
scarce	[skɛrs]	 adj. 缺乏的， 不足的； 稀少的， 罕见的
minimum	[ˈmɪnəməm]	 adj. 最低的， 最小的 n. 最低限度；最小量
queue	[kju]	 vi. 排队等候 n. 长队，行列
mathematical	[ˌmæθəˈmætɪkəl]	 adj. 数学的
apology	[əˈpɑləˌʤi]	 n. 道歉， 认错， 谢罪
magic	[ˈmæʤɪk]	 adj. 有魔力的； 魔术的 n. 魔法，魅力
argument	[ˈɑrgjəmənt]	 n. 争论， 辩论； 理由； 说理， 论证
reveal	[rɪˈvil]	 vt. 揭露， 泄露； 展现， 显示
data	[ˈdætə]	 n. 资料，数据
theoretical	[ˌθiərˈɛtɪkəl]	 adj. 理论的
adequate	[ˈædəkˌweɪt]	 adj. 足够的； 可以胜任的
utter	[ˈətər]	 adj. 完全的，彻底的 vt. 发出， 说， 讲
onion	[ˈənjən]	 n. 洋葱； 洋葱类植物
vibrate	[ˈvaɪbreɪt]	 v. 颤动
drum	[drəm]	 v. 有节奏地敲击 n. 鼓，鼓状物；圆桶
sausage	[ˈsɔsɪʤ]	 n. 香肠， 腊肠
hopeful	[ˈhoʊpfəl]	 adj. 有希望的
tremendous	[trɪˈmɛndəs]	 adj. 极大的， 非常的； 精彩的， 了不起的
condense	[kənˈdɛns]	 v. 冷凝， 凝结； 浓缩， 压缩， 简缩
barrier	[ˈbɛriər]	 n. 栅栏； 检票口； 屏障； 障碍， 隔阂
realistic	[ˌriəˈlɪstɪk]	 adj. 现实的； 实际可行的； 现实主义的； 逼真的
justice	[ˈʤəstɪs]	 n. 正义， 公正； 司法
create	[kriˈeɪt]	 vt. 创造； 引起， 产生
criminal	[ˈkrɪmənəl]	 adj. 犯罪的， 刑事的 n. 犯人，罪犯，刑事犯
tag	[tæg]	 vi. 尾随 n. 附加语；标签 vt. 给…加上标签
notebook	[ˈnoʊtˌbʊk]	 n. 笔记本
curious	[ˈkjʊriəs]	 adj. 好奇的； 奇怪的
indirect	[ˌɪndərˈɛkt]	 adj. 间接的， 婉转的
individual	[ˌɪndəˈvɪʤəwəl]	 adj. 个别的；独特的 n. 个人， 个体
resource	[ˈrisɔrs]	 n. 资源； 财力； 应付办法， 谋略
ugly	[ˈəgli]	 adj. 丑陋的； 可怕的
nuisance	[ˈnusəns]	 n. 讨厌的东西
tax	[tæks]	 n. 税，税款；负担 vt. 对…征税； 使负担重， 使费尽力气
earthquake	[ˈərθkˌweɪk]	 n. 地震， 大震荡
excitement	[ɪkˈsaɪtmənt]	 n. 刺激， 激动， 兴奋； 令人兴奋的事， 刺激的因素
nightmare	[ˈnaɪtˌmɛr]	 n. 噩梦； 可怕的事物， 无法摆脱的恐惧
cord	[kɔrd]	 n. 细绳， 粗线， 索； 灯芯绒裤
ending	[ˈɛndɪŋ]	 n. 结尾， 结局； 死亡
core	[kɔr]	 n. 果实的心； 核心， 要点
council	[ˈkaʊnsəl]	 n. 理事会， 委员会
enforce	[ɛnˈfɔrs]	 vt. 实施， 执行； 强制， 强迫， 迫使
embassy	[ˈɛmbəsi]	 n. 大使馆； 大使馆全体成员
departure	[dɪˈpɑrʧər]	 n. 离开， 起程， 出发； 背离， 违背
dash	[dæʃ]	 vi. 猛冲，击碎 vt. 使猛撞，飞奔；溅 n. 猛冲； 破折号
concrete	[ˈkɑnkrit]	 adj. 实在的， 具体的 n. 混凝土；具体物
penalty	[ˈpɛnəlti]	 n. 处罚， 惩罚； 罚金
sociology	[ˌsoʊsiˈɑləʤi]	 n. 社会学
link	[lɪŋk]	 v. 连接，联系 n. 环节， 联系， 纽带
flee	[fli]	 v. 逃走， 逃掉， 逃离； 避开， 逃避
distinct	[dɪˈstɪŋkt]	 adj. 与其他不同的； 清楚的， 明显的
scale	[skeɪl]	 n. 大小，规模；等级，级别；天平，磅秤；比例；刻度，标度；鳞 vt. 攀登， 爬越
recovery	[rɪˈkəvəri]	 n. 恢复， 痊愈； 追回， 寻回， 收复
hedge	[hɛʤ]	 v. 用篱笆围； 避免直接回答 n. 篱笆，树篱；障碍物
tune	[tun]	 n. 调子；和谐 vt. 调整， 调节； 为调音
weep	[wip]	 v. 哭泣， 流泪； 渗出
aware	[əˈwɛr]	 adj. 知道的， 意识到的
drama	[ˈdrɑmə]	 n. 戏剧， 剧本； 戏剧性事件
security	[sɪˈkjʊrəti]	 n. 安全， 保障； 抵押品； 证券
limp	[lɪmp]	 adj. 软的；不强壮的 v. 〔因一腿受伤而〕跛行，一瘸一拐地走 n. 跛行
award	[əˈwɔrd]	 n. 奖，奖品；判定 vt. 授予， 给予； 判给， 裁定
organize	[ˈɔrgəˌnaɪz]	 vt. 组织， 把…编组； 使有条理
marriage	[ˈmɛrɪʤ]	 n. 结婚， 婚姻； 婚礼
stove	[stoʊv]	 n. 炉， 火炉， 电炉
alarm	[əˈlɑrm]	 n. 惊恐；忧虑；警报 vt. 使惊恐； 使担心
weed	[wid]	 v. 除草 n. 杂草，野草
continual	[kənˈtɪnjuəl]	 adj. 连续的； 频频的
herd	[hərd]	 n. 兽群，牧群 vt. 放牧
limb	[lɪm]	 n. 肢， 臂， 腿； 树枝
balloon	[bəˈlun]	 n. 气球， 玩具气球
motion	[ˈmoʊʃən]	 v. 打手势， 示意 n. 运动；手势，眼色，动作；提议
limited	[ˈlɪmɪtɪd]	 adj. 有限的
idle	[ˈaɪdəl]	 adj. 空闲的，懒散的；无用的 v. 虚度， 无所事事
confidence	[ˈkɑnfədɛns]	 n. 信任， 信赖； 信心， 自信
arbitrary	[ˈɑrbɪˌtrɛri]	 adj. 随心所欲的， 专断的
fearful	[ˈfɪrfəl]	 adj. 害怕的， 可怕的； 不安的， 忧虑的
accent	[ˈækˌsɛnt]	 n. 口音， 腔调； 重音
passive	[ˈpæsɪv]	 adj. 被动的， 消极的
fertilizer	[ˈfərtəˌlaɪzər]	 n. 肥料
lorry	[ˈlɔri]	 n. 运货汽车， 卡车
carrier	[ˈkɛriər]	 n. 运输工具， 运载工具； 带菌者； 载重架， 置物架
fragment	[ˈfrægmənt]	 v. 成碎片 n. 碎片，破片，碎块
corresponding	[ˌkɔrəˈspɑndɪŋ]	 adj. 相应的， 符合的
response	[rɪˈspɑns]	 n. 回答， 答复； 反应， 响应
treaty	[ˈtriti]	 n. 条约， 协议， 协定
responsive	[rɪˈspɑnsɪv]	 adj. 响应的； 敏感的， 易受影响的
ounce	[aʊns]	 n. 盎司
challenge	[ˈʧælənʤ]	 n. 挑战；邀请比赛；艰巨的任务；怀疑，质问 vt. 反对， 公然反抗； 向…挑战； 对…质疑
emit	[ɪˈmɪt]	 vt. 散发； 发射； 发表
category	[ˈkætəˌgɔri]	 n. 种类， 类， 类别
rival	[ˈraɪvəl]	 adj. 竞争的，对抗的 n. 竞争对手，敌手；可与匹敌的人 vt. 与 …竞争； 与…匹敌， 比得上
